time,x,y,orientation
1248297725.799,1.6952652,1.3682059,-1.1323
1248297725.821,1.696565,1.3668438,-1.135
1248297725.843,1.6976593,1.3655753,-1.1365
1248297725.858,1.6982589,1.3642714,-1.1355
1248297725.878,1.6983341,1.3635904,-1.1339
1248297725.898,1.6980387,1.3613478,-1.128
1248297725.91,1.6980162,1.3605649,-1.1268
1248297725.923,1.6984214,1.3590871,-1.1268
1248297725.943,1.6988686,1.3584443,-1.1279
1248297725.958,1.700174,1.3573323,-1.1311
1248297725.974,1.7009358,1.3568395,-1.1326
1248297725.99,1.7022916,1.3559013,-1.1349
1248297726.007,1.7030458,1.354892,-1.1354
1248297726.035,1.7031855,1.3543037,-1.135
1248297726.038,1.7032066,1.3536519,-1.1342
1248297726.049,1.7030614,1.3521667,-1.1327
1248297726.068,1.7031286,1.3505461,-1.1323
1248297726.083,1.7037744,1.349069,-1.1335
1248297726.103,1.7043074,1.3484149,-1.1344
1248297726.108,1.704929,1.3478129,-1.1355
1248297726.124,1.7055891,1.3472586,-1.1365
1248297726.141,1.7068115,1.3462598,-1.1377
1248297726.162,1.7075713,1.3453095,-1.1367
1248297726.176,1.7077744,1.3442134,-1.1336
1248297726.192,1.7077357,1.3435638,-1.1317
1248297726.207,1.7076718,1.3420796,-1.1283
1248297726.226,1.7077589,1.3413133,-1.1272
1248297726.241,1.7082993,1.3398535,-1.127
1248297726.262,1.7093047,1.3385655,-1.129
1248297726.287,1.7104734,1.3374741,-1.1317
1248297726.294,1.7114522,1.3365205,-1.1336
1248297726.308,1.7117895,1.3360373,-1.1338
1248297726.325,1.7120099,1.3355301,-1.1335
1248297726.328,1.7121217,1.3349729,-1.1327
1248297726.351,1.7121687,1.3343462,-1.1318
1248297726.366,1.7123785,1.3320953,-1.1302
1248297726.385,1.7126139,1.3312918,-1.1304
1248297726.407,1.7134533,1.3297446,-1.1326
1248297726.424,1.7146241,1.32842,-1.1362
1248297726.431,1.7152328,1.3278381,-1.1379
1248297726.444,1.7158052,1.3272867,-1.1393
1248297726.457,1.7163101,1.3267555,-1.1405
1248297726.478,1.7172221,1.3251532,-1.14
1248297726.503,1.7172884,1.324565,-1.1386
1248297726.52,1.7171616,1.3224588,-1.1336
1248297726.539,1.7173191,1.320867,-1.1308
1248297726.551,1.7175567,1.3200998,-1.1302
1248297726.569,1.7183642,1.3187013,-1.1306
1248297726.583,1.7195415,1.3174223,-1.1324
1248297726.603,1.7201565,1.316823,-1.1334
1248297726.625,1.7211924,1.3156797,-1.1346
1248297726.628,1.7215618,1.3150821,-1.1345
1248297726.642,1.721816,1.3144415,-1.1338
1248297726.659,1.7219247,1.3130496,-1.1312
1248297726.676,1.7218217,1.312303,-1.1295
1248297726.692,1.7217557,1.3108049,-1.127
1248297726.71,1.7221729,1.3094518,-1.1265
1248297726.726,1.7230938,1.3083229,-1.1277
1248297726.745,1.7236925,1.3078421,-1.1286
1248297726.771,1.7249709,1.306973,-1.1306
1248297726.774,1.7255574,1.306522,-1.1315
1248297726.787,1.7263809,1.3054448,-1.1317
1248297726.805,1.7266237,1.3047918,-1.1309
1248297726.827,1.7268639,1.303216,-1.1281
1248297726.842,1.726997,1.3013739,-1.1251
1248297726.864,1.7273485,1.2996327,-1.1242
1248297726.881,1.7281183,1.2981605,-1.1256
1248297726.887,1.7286506,1.2975175,-1.1267
1248297726.897,1.7292366,1.2969293,-1.1277
1248297726.91,1.729826,1.2963853,-1.1284
1248297726.926,1.7308269,1.2953482,-1.1284
1248297726.943,1.7311775,1.2948032,-1.1273
1248297726.962,1.7315624,1.2935609,-1.1236
1248297726.988,1.7316664,1.2921306,-1.1199
1248297727.006,1.7320658,1.2899118,-1.1196
1248297727.024,1.732419,1.2892132,-1.1209
1248297727.045,1.7334153,1.2879415,-1.1244
1248297727.048,1.7339935,1.2873653,-1.1261
1248297727.06,1.7346117,1.2868233,-1.1275
1248297727.086,1.7357317,1.2857434,-1.1292
1248297727.1,1.7364479,1.2845767,-1.1295
1248297727.106,1.7366426,1.2839489,-1.1295
1248297727.12,1.736771,1.2832873,-1.1293
1248297727.145,1.736963,1.2818914,-1.1289
1248297727.16,1.737238,1.2805365,-1.1286
1248297727.177,1.7377576,1.2793429,-1.1287
1248297727.192,1.7381239,1.2788098,-1.1288
1248297727.21,1.7390245,1.2778345,-1.1293
1248297727.237,1.7399037,1.2769059,-1.1295
1248297727.251,1.7407355,1.2757929,-1.129
1248297727.254,1.7411102,1.2751452,-1.1285
1248297727.272,1.7413946,1.274452,-1.1277
1248297727.285,1.7416548,1.2729832,-1.1263
1248297727.307,1.741727,1.271494,-1.1253
1248297727.327,1.7417989,1.2707781,-1.1251
1248297727.334,1.7421922,1.2694612,-1.1254
1248297727.348,1.7425523,1.2688749,-1.1259
1248297727.365,1.7430145,1.2683359,-1.1264
1248297727.381,1.744211,1.2673323,-1.127
1248297727.397,1.7454706,1.2662671,-1.1268
1248297727.409,1.7459547,1.2657009,-1.1263
1248297727.426,1.7465664,1.2643703,-1.1245
1248297727.443,1.7467155,1.2635931,-1.1233
1248297727.447,1.7467897,1.2627567,-1.122
1248297727.462,1.7468284,1.2618941,-1.1209
1248297727.488,1.7469659,1.2602414,-1.12
1248297727.495,1.7474747,1.2587879,-1.1204
1248297727.508,1.7479161,1.2581285,-1.1208
1248297727.523,1.748453,1.2575106,-1.1211
1248297727.537,1.7495606,1.2564067,-1.1212
1248297727.56,1.750056,1.255904,-1.1208
1248297727.565,1.7508398,1.2548378,-1.1195
1248297727.584,1.7511176,1.2542433,-1.1186
1248297727.587,1.7513374,1.2536018,-1.1177
1248297727.6,1.751507,1.2529294,-1.117
1248297727.615,1.7518666,1.2515577,-1.1166
1248297727.627,1.75211,1.2508802,-1.117
1248297727.646,1.7524081,1.2502221,-1.1177
1248297727.649,1.7527582,1.2495966,-1.1186
1248297727.66,1.7531472,1.2490105,-1.1197
1248297727.676,1.7540067,1.2478643,-1.1221
1248297727.695,1.754491,1.2472662,-1.1233
1248297727.721,1.755435,1.2460084,-1.1248
1248297727.739,1.7563693,1.2439269,-1.1241
1248297727.756,1.7565704,1.2431772,-1.1231
1248297727.771,1.7569144,1.2416049,-1.1209
1248297727.777,1.7570628,1.2408464,-1.12
1248297727.794,1.7572333,1.2401345,-1.1196
1248297727.801,1.7574745,1.2394617,-1.1197
1248297727.818,1.7578146,1.2388121,-1.1203
1248297727.831,1.7587595,1.2376047,-1.123
1248297727.849,1.7598884,1.2365367,-1.1265
1248297727.862,1.7604549,1.2359909,-1.1276
1248297727.865,1.760979,1.2353922,-1.1279
1248297727.882,1.7614134,1.2347384,-1.1274
1248297727.898,1.761926,1.2332794,-1.1245
1248297727.912,1.7620111,1.2324917,-1.1226
1248297727.917,1.762011,1.2316819,-1.1207
1248297727.926,1.7619736,1.2308731,-1.119
1248297727.945,1.7619606,1.2300991,-1.1178
1248297727.957,1.7620292,1.2293812,-1.1174
1248297727.972,1.7622238,1.2287205,-1.1175
1248297727.986,1.7635858,1.2270007,-1.1197
1248297728.008,1.7642141,1.2264895,-1.1203
1248297728.011,1.7648354,1.225978,-1.1205
1248297728.015,1.7654336,1.2254437,-1.1204
1248297728.035,1.7659486,1.2248747,-1.12
1248297728.038,1.7663305,1.2242573,-1.1195
1248297728.049,1.7665649,1.2235841,-1.1189
1248297728.07,1.7668159,1.2220595,-1.1176
1248297728.083,1.767032,1.2204622,-1.1174
1248297728.099,1.7671867,1.2197074,-1.1178
1248297728.115,1.7677741,1.218362,-1.1189
1248297728.13,1.768176,1.2177518,-1.1196
1248297728.144,1.7686543,1.2171691,-1.1203
1248297728.161,1.7696525,1.2161008,-1.1221
1248297728.164,1.7700984,1.2156017,-1.1229
1248297728.177,1.7704878,1.2150961,-1.1235
1248297728.196,1.7708223,1.2145706,-1.1238
1248297728.222,1.7713678,1.2134303,-1.1241
1248297728.239,1.7719877,1.2114546,-1.1229
1248297728.258,1.7723595,1.2100516,-1.1219
1248297728.271,1.77259,1.2093831,-1.1216
1248297728.288,1.7732008,1.2081807,-1.1217
1248297728.302,1.77356,1.2076342,-1.1221
1248297728.321,1.7743748,1.2065959,-1.1235
1248297728.344,1.7752243,1.2055191,-1.1243
1248297728.362,1.7759699,1.2042654,-1.1234
1248297728.381,1.7764374,1.2028676,-1.1212
1248297728.397,1.7767346,1.2013116,-1.1185
1248297728.412,1.7768881,1.2005089,-1.1172
1248297728.427,1.7772845,1.1989741,-1.1158
1248297728.447,1.7775678,1.1982843,-1.1159
1248297728.472,1.7784136,1.1970142,-1.1172
1248297728.487,1.7799583,1.1952881,-1.1191
1248297728.507,1.7803732,1.1947319,-1.1191
1248297728.521,1.7809797,1.1935683,-1.1182
1248297728.524,1.7811727,1.1929282,-1.1173
1248297728.54,1.7813094,1.1922537,-1.1162
1248297728.563,1.7815799,1.1908103,-1.1138
1248297728.578,1.7820778,1.1893555,-1.1122
1248297728.596,1.782435,1.1886733,-1.1118
1248297728.599,1.7828253,1.1880489,-1.1119
1248297728.612,1.7832374,1.1874759,-1.1121
1248297728.631,1.7840933,1.186434,-1.1131
1248297728.645,1.7848443,1.1853717,-1.1135
1248297728.663,1.7851217,1.18479,-1.1131
1248297728.666,1.7853457,1.1841706,-1.1125
1248297728.678,1.7855529,1.1835028,-1.1116
1248297728.706,1.7857823,1.1828061,-1.1109
1248297728.728,1.7871879,1.1798642,-1.1095
1248297728.742,1.7876324,1.1791745,-1.1099
1248297728.77,1.7885341,1.177877,-1.1114
1248297728.777,1.7889568,1.1772692,-1.1123
1248297728.787,1.7893325,1.1766911,-1.1131
1248297728.79,1.7896527,1.1761299,-1.1139
1248297728.805,1.7899179,1.1755809,-1.1145
1248297728.808,1.7901256,1.1750317,-1.115
1248297728.828,1.7902877,1.1744796,-1.1153
1248297728.832,1.7904437,1.1739124,-1.1153
1248297728.849,1.7908864,1.1726491,-1.1147
1248297728.864,1.7914855,1.1711569,-1.1129
1248297728.879,1.791816,1.1703631,-1.112
1248297728.898,1.7925496,1.1687926,-1.1113
1248297728.912,1.792938,1.1680474,-1.1115
1248297728.931,1.793668,1.1666838,-1.1121
1248297728.957,1.7943539,1.1654582,-1.1128
1248297728.96,1.7947189,1.1648597,-1.1132
1248297728.972,1.795112,1.1642569,-1.1137
1248297728.975,1.7955042,1.1636601,-1.1141
1248297728.992,1.795861,1.1630737,-1.1144
1248297729.006,1.7965324,1.1618717,-1.1146
1248297729.024,1.7969001,1.1612371,-1.1145
1248297729.047,1.7976951,1.159915,-1.114
1248297729.05,1.7980497,1.1592621,-1.1135
1248297729.054,1.7983531,1.1586202,-1.1129
1248297729.068,1.7986112,1.1579775,-1.1121
1248297729.084,1.7988456,1.1573358,-1.1112
1248297729.1,1.7992899,1.1559969,-1.1093
1248297729.116,1.7998188,1.1546304,-1.1077
1248297729.13,1.8001315,1.1539436,-1.1072
1248297729.162,1.8013557,1.1519529,-1.1077
1248297729.181,1.8023346,1.150703,-1.1092
1248297729.207,1.8031562,1.1494777,-1.1103
1248297729.214,1.8038088,1.1482534,-1.111
1248297729.241,1.804336,1.1469702,-1.1104
1248297729.256,1.8047085,1.1456496,-1.1086
1248297729.275,1.8050788,1.1443305,-1.1062
1248297729.305,1.8055824,1.1430378,-1.1034
1248297729.32,1.8062713,1.1417363,-1.1014
1248297729.337,1.8071409,1.1404701,-1.101
1248297729.362,1.8080847,1.1393153,-1.102
1248297729.38,1.8088157,1.1382399,-1.1039
1248297729.396,1.8092802,1.137187,-1.1056
1248297729.416,1.8096472,1.1361371,-1.1061
1248297729.443,1.8099305,1.1349091,-1.1049
1248297729.457,1.81039,1.1334361,-1.1035
1248297729.476,1.8107897,1.132639,-1.1031
1248297729.49,1.8118108,1.1310796,-1.1036
1248297729.507,1.8129168,1.1296769,-1.1054
1248297729.521,1.8134487,1.129039,-1.1065
1248297729.524,1.8139342,1.1284234,-1.1075
1248297729.54,1.8143388,1.1278067,-1.1081
1248297729.563,1.8148295,1.126541,-1.1082
1248297729.58,1.8150052,1.1252172,-1.1069
1248297729.6,1.8152244,1.1238489,-1.1053
1248297729.615,1.815778,1.1224768,-1.1047
1248297729.63,1.8161703,1.1218311,-1.105
1248297729.646,1.8171454,1.1206402,-1.1066
1248297729.665,1.8176987,1.120084,-1.1076
1248297729.68,1.8186792,1.1189958,-1.1095
1248297729.708,1.8192365,1.1179461,-1.1112
1248297729.722,1.8195527,1.11687,-1.1121
1248297729.725,1.8197042,1.1162693,-1.1121
1248297729.742,1.8199057,1.1156336,-1.112
1248297729.757,1.8204346,1.1143503,-1.1123
1248297729.773,1.8207851,1.1136817,-1.1126
1248297729.788,1.8216981,1.1122643,-1.1133
1248297729.806,1.8222121,1.1115214,-1.1134
1248297729.827,1.8230865,1.1100464,-1.1134
1248297729.834,1.8236995,1.1086529,-1.1128
1248297729.847,1.8239161,1.1079985,-1.1124
1248297729.866,1.8240844,1.10738,-1.1121
1248297729.881,1.824364,1.1062547,-1.1117
1248297729.9,1.8247702,1.1052408,-1.1117
1248297729.927,1.8255358,1.1041726,-1.1119
1248297729.941,1.826486,1.1029408,-1.1117
1248297729.962,1.8273002,1.1015589,-1.1111
1248297729.967,1.8276716,1.1008004,-1.1108
1248297729.989,1.8280513,1.1000128,-1.1105
1248297730.005,1.8290661,1.097579,-1.1103
1248297730.025,1.8294122,1.0968038,-1.11
1248297730.048,1.8301597,1.0952839,-1.1092
1248297730.068,1.8312353,1.0929954,-1.1092
1248297730.084,1.8315083,1.092302,-1.1091
1248297730.097,1.8320611,1.0910451,-1.1086
1248297730.115,1.8323836,1.0904605,-1.1083
1248297730.13,1.8330802,1.0893666,-1.1077
1248297730.133,1.8334462,1.0888438,-1.1073
1248297730.149,1.8338348,1.0882986,-1.1068
1248297730.175,1.8346443,1.0870699,-1.1055
1248297730.188,1.8352751,1.0857327,-1.1038
1248297730.21,1.8356244,1.0843921,-1.102
1248297730.223,1.8360135,1.0830026,-1.1006
1248297730.243,1.8362943,1.0823217,-1.1004
1248297730.264,1.8370397,1.0810552,-1.101
1248297730.267,1.8375176,1.0804522,-1.1015
1248297730.281,1.8380527,1.0798605,-1.1022
1248297730.284,1.8386191,1.0792703,-1.1028
1248297730.304,1.8391508,1.0786819,-1.1032
1248297730.319,1.8399387,1.0775164,-1.1032
1248297730.322,1.8401468,1.0769303,-1.1025
1248297730.336,1.8402636,1.0763205,-1.1013
1248297730.348,1.8403318,1.0756718,-1.0999
1248297730.365,1.8403899,1.0749821,-1.0983
1248297730.382,1.8406252,1.0735318,-1.0955
1248297730.4,1.8411933,1.0721181,-1.0941
1248297730.428,1.8421937,1.0708354,-1.0947
1248297730.431,1.842821,1.07024,-1.0958
1248297730.435,1.8434606,1.0696826,-1.0972
1248297730.448,1.8440477,1.0691685,-1.0988
1248297730.451,1.8445454,1.0686924,-1.1003
1248297730.464,1.8449368,1.0682266,-1.1015
1248297730.491,1.8452199,1.0677427,-1.1022
1248297730.506,1.8455734,1.0660062,-1.1006
1248297730.525,1.8456083,1.0653034,-1.099
1248297730.545,1.8458654,1.0637205,-1.0959
1248297730.564,1.8466005,1.0620364,-1.0947
1248297730.584,1.8477067,1.0604944,-1.0967
1248297730.6,1.848951,1.0591459,-1.1002
1248297730.618,1.8499978,1.0579558,-1.1028
1248297730.632,1.8503352,1.0573891,-1.1034
1248297730.635,1.8505366,1.056817,-1.1032
1248297730.65,1.8506303,1.0562262,-1.1022
1248297730.676,1.8506562,1.0556177,-1.1008
1248297730.688,1.8506843,1.0543306,-1.0975
1248297730.697,1.8509883,1.0529782,-1.0959
1248297730.706,1.8513185,1.0523192,-1.0962
1248297730.726,1.8517792,1.0516849,-1.0973
1248297730.741,1.8530003,1.0505207,-1.1011
1248297730.759,1.8543076,1.0494291,-1.1053
1248297730.762,1.8548421,1.0488797,-1.1067
1248297730.783,1.8552508,1.0483144,-1.1073
1248297730.799,1.855654,1.0470982,-1.1062
1248297730.816,1.8556819,1.0464437,-1.1048
1248297730.831,1.8555935,1.0450772,-1.1019
1248297730.85,1.8558257,1.0435962,-1.1007
1248297730.854,1.8561699,1.0428367,-1.1009
1248297730.868,1.8566475,1.0420985,-1.1015
1248297730.884,1.8572026,1.0413963,-1.1023
1248297730.911,1.858392,1.0400991,-1.1039
1248297730.915,1.8589701,1.0395038,-1.1046
1248297730.926,1.8599102,1.0383653,-1.1052
1248297730.945,1.8602177,1.0377942,-1.1052
1248297730.948,1.8604238,1.0372083,-1.1049
1248297730.968,1.8605596,1.0366051,-1.1045
1248297730.974,1.8607834,1.0352945,-1.1033
1248297730.988,1.8609601,1.0345648,-1.1026
1248297731.008,1.8612122,1.0338006,-1.1018
1248297731.034,1.8623893,1.0314334,-1.1012
1248297731.048,1.863391,1.0299811,-1.1025
1248297731.068,1.8638942,1.0293318,-1.1032
1248297731.074,1.8647432,1.0281773,-1.1042
1248297731.087,1.8650585,1.0276457,-1.1043
1248297731.101,1.8653025,1.0271337,-1.1038
1248297731.116,1.865613,1.0260855,-1.1013
1248297731.133,1.8657065,1.0255299,-1.0996
1248297731.16,1.8659398,1.0243342,-1.0967
1248297731.176,1.8669089,1.0222598,-1.0955
1248297731.194,1.8673964,1.0215225,-1.096
1248297731.209,1.8684747,1.0200712,-1.098
1248297731.227,1.8695564,1.0186542,-1.0995
1248297731.241,1.8700238,1.0179886,-1.0997
1248297731.246,1.870408,1.0173646,-1.0994
1248297731.259,1.8706881,1.0167865,-1.0987
1248297731.263,1.8708676,1.0162368,-1.0977
1248297731.282,1.8709703,1.0156881,-1.0965
1248297731.298,1.8710598,1.0145459,-1.0937
1248297731.319,1.871228,1.0133101,-1.0908
1248297731.335,1.8716949,1.0120176,-1.089
1248297731.351,1.8720959,1.0113703,-1.0889
1248297731.366,1.8732056,1.0101326,-1.0902
1248297731.385,1.8738201,1.0095532,-1.0913
1248297731.388,1.8744247,1.009006,-1.0925
1248297731.412,1.8749838,1.0084778,-1.0935
1248297731.415,1.8754731,1.0079493,-1.094
1248297731.427,1.8761423,1.0068103,-1.0932
1248297731.447,1.8762968,1.006187,-1.0917
1248297731.468,1.8763326,1.004797,-1.0877
1248297731.475,1.8762788,1.0033488,-1.0842
1248297731.488,1.8763684,1.0026594,-1.0833
1248297731.509,1.8766081,1.0020191,-1.0832
1248297731.515,1.8775639,1.0009183,-1.0847
1248297731.535,1.8782313,1.0004386,-1.0861
1248297731.55,1.8797187,0.9994941,-1.0886
1248297731.567,1.8809633,0.9984048,-1.0891
1248297731.583,1.8813733,0.9977481,-1.0882
1248297731.588,1.8816236,0.9970055,-1.0867
1248297731.603,1.8817206,0.996203,-1.0849
1248297731.628,1.8816456,0.9944918,-1.0808
1248297731.642,1.8817084,0.9928211,-1.0781
1248297731.648,1.8819236,0.9920833,-1.0779
1248297731.665,1.8823007,0.9914005,-1.0784
1248297731.693,1.8835253,0.9902261,-1.0809
1248297731.708,1.8856914,0.9887082,-1.0837
1248297731.723,1.8862042,0.9881596,-1.0834
1248297731.727,1.8865476,0.9875633,-1.0826
1248297731.743,1.8867379,0.9869252,-1.0815
1248297731.765,1.886809,0.9855675,-1.0791
1248297731.782,1.8867971,0.9842075,-1.0777
1248297731.804,1.8871018,0.9830136,-1.0782
1248297731.819,1.8880361,0.9819999,-1.0803
1248297731.837,1.8893342,0.9811027,-1.0835
1248297731.849,1.8899611,0.9806622,-1.0852
1248297731.867,1.8910312,0.9796573,-1.0875
1248297731.894,1.8914521,0.9790454,-1.0879
1248297731.911,1.8921247,0.9768261,-1.0862
1248297731.929,1.8922881,0.9751948,-1.0836
1248297731.944,1.8926009,0.973666,-1.0814
1248297731.961,1.892893,0.972985,-1.081
1248297731.964,1.8932917,0.9723617,-1.0814
1248297731.985,1.8937872,0.9718019,-1.0824
1248297731.988,1.8943596,0.9712911,-1.084
1248297732.0,1.8949776,0.9708058,-1.0859
1248297732.022,1.8962102,0.9698366,-1.0902
1248297732.038,1.8971965,0.9687257,-1.094
1248297732.053,1.8975359,0.9681063,-1.0948
1248297732.067,1.8979355,0.9667085,-1.094
1248297732.087,1.8980474,0.9659203,-1.0928
1248297732.111,1.8982207,0.9642855,-1.0904
1248297732.126,1.8989454,0.9620567,-1.0903
1248297732.149,1.8994707,0.9613876,-1.0917
1248297732.152,1.9001051,0.9607823,-1.0935
1248297732.179,1.9014392,0.9597012,-1.0968
1248297732.182,1.9020318,0.9591895,-1.0975
1248297732.205,1.9029052,0.9581327,-1.0964
1248297732.222,1.9032078,0.9569119,-1.0929
1248297732.243,1.9030287,0.9554902,-1.0887
1248297732.266,1.9029523,0.9539201,-1.0859
1248297732.283,1.9034731,0.9524239,-1.0862
1248297732.304,1.9046212,0.9511953,-1.0893
1248297732.316,1.9053733,0.950667,-1.091
1248297732.322,1.9061822,0.9501666,-1.0927
1248297732.335,1.9069425,0.9496933,-1.094
1248297732.347,1.9075755,0.9492378,-1.0949
1248297732.361,1.9080488,0.9487459,-1.095
1248297732.379,1.9084013,0.9469645,-1.091
1248297732.399,1.908208,0.9454602,-1.0868
1248297732.426,1.9081547,0.94469,-1.085
1248297732.435,1.9084448,0.9431128,-1.0824
1248297732.444,1.9088338,0.9423574,-1.0821
1248297732.458,1.9093953,0.941645,-1.0825
1248297732.474,1.9114915,0.939904,-1.0862
1248297732.495,1.9121236,0.9394213,-1.0876
1248297732.518,1.9130461,0.9384219,-1.0887
1248297732.524,1.913405,0.9372579,-1.0869
1248297732.538,1.9134009,0.9366376,-1.085
1248297732.554,1.9133273,0.9360032,-1.0827
1248297732.579,1.9132982,0.9346847,-1.0781
1248297732.595,1.9143876,0.9328549,-1.076
1248297732.617,1.9149824,0.9323304,-1.0765
1248297732.645,1.9162727,0.9312826,-1.0782
1248297732.66,1.9179014,0.9294631,-1.0793
1248297732.677,1.9182355,0.9287489,-1.0787
1248297732.691,1.9186471,0.9271558,-1.0762
1248297732.711,1.9189449,0.9255063,-1.0735
1248297732.726,1.9192822,0.9239851,-1.0722
1248297732.739,1.9195263,0.923324,-1.0722
1248297732.755,1.9202792,0.9222748,-1.0739
1248297732.767,1.9207968,0.9218468,-1.0753
1248297732.787,1.9213706,0.9214604,-1.0769
1248297732.801,1.9224709,0.9207429,-1.0794
1248297732.818,1.9232688,0.9198933,-1.0797
1248297732.834,1.9235293,0.9194159,-1.0794
1248297732.854,1.923917,0.9183148,-1.0785
1248297732.882,1.9243484,0.9169961,-1.0778
1248297732.896,1.9252686,0.9148435,-1.0772
1248297732.918,1.9256951,0.9141283,-1.0774
1248297732.925,1.926597,0.9128005,-1.0784
1248297732.947,1.9270359,0.9122233,-1.0793
1248297732.967,1.9279156,0.9111513,-1.0808
1248297732.974,1.9287622,0.9100721,-1.0822
1248297732.988,1.9291264,0.9095202,-1.0828
1248297733.005,1.9294377,0.9089517,-1.0832
1248297733.015,1.9297209,0.908341,-1.0834
1248297733.018,1.9299861,0.9076827,-1.0833
1248297733.037,1.93024,0.9069777,-1.0827
1248297733.051,1.9307352,0.9054633,-1.0807
1248297733.07,1.9313759,0.9039192,-1.0788
1248297733.097,1.9323201,0.9025106,-1.0782
1248297733.11,1.9328715,0.901879,-1.0783
1248297733.133,1.9344705,0.9001586,-1.0801
1248297733.162,1.9352763,0.8990802,-1.0813
1248297733.167,1.935555,0.8985247,-1.0813
1248297733.177,1.9357503,0.8979432,-1.0807
1248297733.191,1.9359881,0.8967151,-1.0782
1248297733.21,1.9362462,0.8954055,-1.0752
1248297733.224,1.9367908,0.8940871,-1.0731
1248297733.241,1.9372125,0.8934419,-1.0725
1248297733.255,1.9382611,0.8922361,-1.0722
1248297733.27,1.9387954,0.8916637,-1.0723
1248297733.285,1.9397577,0.8904563,-1.0723
1248297733.304,1.9401698,0.8898015,-1.0722
1248297733.318,1.9407923,0.8884025,-1.0712
1248297733.335,1.9410249,0.8876764,-1.0704
1248297733.352,1.9415169,0.8861766,-1.0687
1248297733.377,1.9421074,0.884691,-1.0673
1248297733.391,1.9427942,0.8834025,-1.0667
1248297733.394,1.9431883,0.8828539,-1.0668
1248297733.412,1.9436083,0.8823626,-1.0671
1248297733.415,1.9440302,0.8819141,-1.0675
1248297733.427,1.9444268,0.8814831,-1.0678
1248297733.447,1.9447827,0.8810496,-1.0679
1248297733.469,1.9454046,0.880081,-1.0673
1248297733.475,1.9459783,0.8789102,-1.0668
1248297733.485,1.9462572,0.8782793,-1.0669
1248297733.504,1.9465568,0.8776201,-1.0672
1248297733.521,1.9472488,0.876275,-1.0681
1248297733.539,1.9480136,0.8749633,-1.0684
1248297733.552,1.9483888,0.8743349,-1.0682
1248297733.569,1.9491013,0.8731797,-1.0678
1248297733.596,1.9497356,0.872167,-1.0683
1248297733.599,1.9500094,0.8716851,-1.0687
1248297733.61,1.9502645,0.8711977,-1.0691
1248297733.632,1.9508009,0.8701464,-1.0697
1248297733.644,1.9514568,0.8689732,-1.0706
1248297733.665,1.9518316,0.8683562,-1.0713
1248297733.687,1.9526411,0.8670587,-1.0737
1248297733.69,1.9530329,0.8664288,-1.0759
1248297733.702,1.9533754,0.8658429,-1.0787
1248297733.724,1.9539002,0.8648821,-1.0857
1248297733.739,1.9544103,0.8642587,-1.0948
1248297733.756,1.9547821,0.8638196,-1.1041
1248297733.771,1.9548779,0.8636164,-1.108
1248297733.778,1.9549368,0.8634174,-1.1113
1248297733.785,1.9549646,0.8632356,-1.114
1248297733.805,1.954975,0.8630697,-1.116
1248297733.807,1.9549818,0.8629212,-1.1177
1248297733.821,1.9549999,0.862794,-1.1192
1248297733.824,1.9550706,0.8626805,-1.1207
1248297733.839,1.9552331,0.8625682,-1.1226
1248297733.866,1.9558105,0.8622735,-1.1276
1248297733.881,1.9564848,0.8618472,-1.1351
1248297733.903,1.9570844,0.8612046,-1.1438
1248297733.93,1.9575807,0.8604845,-1.1522
1248297733.953,1.9578109,0.859651,-1.1609
1248297733.955,1.9577571,0.8594559,-1.1621
1248297733.969,1.9577255,0.8592799,-1.1628
1248297733.971,1.95773,0.8590897,-1.1635
1248297733.989,1.9577748,0.8588655,-1.1644
1248297733.991,1.9578457,0.8585978,-1.1656
1248297734.004,1.9579381,0.8582859,-1.1674
1248297734.023,1.9580795,0.857937,-1.1699
1248297734.038,1.9585988,0.8571226,-1.1772
1248297734.055,1.9589518,0.8566555,-1.1816
1248297734.069,1.95969,0.8556084,-1.1915
1248297734.088,1.9603018,0.8544695,-1.2021
1248297734.115,1.9605366,0.8539323,-1.2067
1248297734.13,1.9608198,0.8526916,-1.2169
1248297734.133,1.9607654,0.8524283,-1.2193
1248297734.153,1.9606903,0.8522113,-1.2214
1248297734.155,1.9606493,0.8520197,-1.2232
1248297734.178,1.9606673,0.8518255,-1.225
1248297734.183,1.9607534,0.851604,-1.227
1248297734.206,1.9611297,0.851064,-1.2323
1248297734.223,1.9617841,0.8504073,-1.2386
1248297734.241,1.9624726,0.8496626,-1.2443
1248297734.265,1.962839,0.8488619,-1.249
1248297734.281,1.9629105,0.8480123,-1.2532
1248297734.302,1.9628852,0.8471104,-1.2573
1248297734.32,1.9629591,0.8462112,-1.2628
1248297734.343,1.9633079,0.8454153,-1.2707
1248297734.357,1.963883,0.8447712,-1.2804
1248297734.38,1.9641808,0.8445209,-1.2853
1248297734.397,1.9648676,0.8439469,-1.2976
1248297734.415,1.9649696,0.8437563,-1.3006
1248297734.436,1.964966,0.8432981,-1.3048
1248297734.438,1.9649077,0.8430141,-1.3064
1248297734.453,1.9648426,0.8426949,-1.3078
1248297734.455,1.9648062,0.8423458,-1.3092
1248297734.475,1.964829,0.8419737,-1.3109
1248297734.486,1.9649322,0.841584,-1.313
1248297734.489,1.9651193,0.8411734,-1.3155
1248297734.505,1.9656342,0.8403012,-1.3216
1248297734.52,1.9658753,0.839876,-1.325
1248297734.526,1.9660773,0.8394653,-1.3284
